AppID,Recommendations,Estimated owners,Average playtime forever,Average playtime two weeks,Median playtime forever,Median playtime two weeks,Peak CCU
22320,15600,1000000 - 2000000,736,9,68,10,638
22330,29678,1000000 - 2000000,1522,1322,380,1322,1488
22340,2298,200000 - 500000,379,0,738,0,8
22350,1862,1000000 - 2000000,276,0,54,0,17
22360,1862,0 - 20000,0,0,0,0,0
22362,1861,0 - 20000,0,0,0,0,0
22370,28764,2000000 - 5000000,1031,151,236,265,858
22380,127087,2000000 - 5000000,3044,112,976,153,5776
22450,826,200000 - 500000,678,0,1136,0,4
22500,204,50000 - 100000,113,0,123,0,8
22600,2856,500000 - 1000000,734,0,257,0,41
22610,770,200000 - 500000,90,0,66,0,5
22650,299,200000 - 500000,77,0,36,0,2
22670,285,200000 - 500000,44,0,24,0,3
23150,0,0 - 20000,0,0,0,0,0
23300,0,100000 - 200000,52,0,52,0,1
23310,2657,500000 - 1000000,1126,0,680,0,46
23380,169,100000 - 200000,62,0,62,0,0
23400,266,100000 - 200000,420,0,739,0,11
23420,189,50000 - 100000,0,0,0,0,5
23450,500,200000 - 500000,131,0,223,0,25
23455,0,0 - 20000,0,0,0,0,0
23460,126,20000 - 50000,248,0,481,0,0
23490,716,1000000 - 2000000,248,0,72,0,8
23500,275,20000 - 50000,860,0,860,0,1
23530,784,50000 - 100000,87,0,118,0,6
23600,0,50000 - 100000,122,0,122,0,0
23700,115,50000 - 100000,36,0,54,0,1
24010,15766,1000000 - 2000000,2793,0,434,0,1286
24043,15774,0 - 20000,0,0,0,0,0
24049,15766,0 - 20000,0,0,0,0,0
24058,15771,0 - 20000,0,0,0,0,0
24085,15770,0 - 20000,0,0,0,0,0
24200,205,2000000 - 5000000,3255,84,923,84,737
24240,19306,2000000 - 5000000,594,0,266,0,67
24400,378,200000 - 500000,52,0,62,0,5
24410,0,20000 - 50000,0,0,0,0,0
24420,633,200000 - 500000,99,0,35,0,4
24460,0,50000 - 100000,0,0,0,0,0
24480,279,100000 - 200000,180,0,261,0,7
24640,0,20000 - 50000,7,0,7,0,0
24650,0,0 - 20000,0,0,0,0,0
24670,1237,100000 - 200000,469,0,110,0,69
24720,5073,500000 - 1000000,932,3299,183,3299,256
24740,8732,1000000 - 2000000,253,0,88,0,29
24780,6180,1000000 - 2000000,389,1133,121,1133,504
24790,5416,500000 - 1000000,571,125,294,125,413
24800,2761,500000 - 1000000,556,537,163,537,362
24810,2859,200000 - 500000,659,733,473,733,371
24840,4110,200000 - 500000,305,0,330,0,30
24870,2409,200000 - 500000,618,9,494,9,13
24880,666,50000 - 100000,11,11,11,11,642
24960,30555,2000000 - 5000000,2223,65,573,65,220
24980,13107,1000000 - 2000000,2759,1133,1728,1133,76
25000,4431,500000 - 1000000,660,0,354,0,52
25010,257,100000 - 200000,74,0,74,0,1
25500,0,0 - 20000,0,0,0,0,1
25600,130,50000 - 100000,0,0,0,0,2
25620,0,50000 - 100000,0,0,0,0,2
25700,192,50000 - 100000,255,0,474,0,1
25800,1255,200000 - 500000,404,0,78,0,88
25808,0,20000 - 50000,0,0,0,0,0
25830,1835,200000 - 500000,3040,1203,3393,1203,96
25850,104,50000 - 100000,9,0,9,0,0
25860,456,0 - 20000,0,0,0,0,0
25890,4393,500000 - 1000000,351,0,289,0,113
25900,2110,200000 - 500000,1131,0,1242,0,149
25910,184,50000 - 100000,379,0,756,0,20
25930,133,50000 - 100000,0,0,0,0,4
25980,783,200000 - 500000,386,0,197,0,16
25990,399,100000 - 200000,130,0,252,0,3
26000,206,50000 - 100000,25,0,25,0,1
26300,0,0 - 20000,0,0,0,0,0
26500,266,200000 - 500000,46,0,19,0,0
26800,5803,1000000 - 2000000,250,0,74,0,15
26900,243,500000 - 1000000,14,0,15,0,4
27000,651,50000 - 100000,391,0,432,0,4
27020,332,20000 - 50000,0,0,0,0,2
27050,103,20000 - 50000,0,0,0,0,0
27200,0,0 - 20000,0,0,0,0,0
27330,297,50000 - 100000,144,0,179,0,0
27400,0,50000 - 100000,0,0,0,0,0
27600,0,0 - 20000,0,0,0,0,0
27800,0,20000 - 50000,0,0,0,0,0
27810,0,20000 - 50000,0,0,0,0,0
27900,184,50000 - 100000,48,0,48,0,0
27920,152,50000 - 100000,42,0,56,0,0
27940,428,50000 - 100000,415,0,746,0,0
28000,5205,500000 - 1000000,193,0,107,0,12
29120,0,20000 - 50000,0,0,0,0,0
29130,120,20000 - 50000,259,0,259,0,0
29160,116,20000 - 50000,87,0,87,0,0
29180,513,200000 - 500000,156,0,68,0,2
29540,0,0 - 20000,0,0,0,0,0
29560,0,0 - 20000,0,0,0,0,0
29570,0,0 - 20000,0,0,0,0,0
29580,0,0 - 20000,0,0,0,0,0
29700,0,0 - 20000,0,0,0,0,0
29800,3418,200000 - 500000,111,0,98,0,0
29900,377,50000 - 100000,439,0,532,0,2
31100,0,0 - 20000,285,0,517,0,1
31109,0,0 - 20000,0,0,0,0,0
31160,0,0 - 20000,0,0,0,0,0
31170,489,200000 - 500000,161,0,248,0,4
31180,0,0 - 20000,254,0,254,0,4
31190,0,20000 - 50000,383,0,383,0,6
31200,0,20000 - 50000,278,0,278,0,6
31210,0,20000 - 50000,88,0,176,0,6
31270,1283,500000 - 1000000,117,0,42,0,3
31280,5974,1000000 - 2000000,310,11,226,11,12
31290,1250,500000 - 1000000,126,0,141,0,3
31300,0,0 - 20000,0,0,0,0,0
31700,230,100000 - 200000,42,0,70,0,2
31800,0,20000 - 50000,0,0,0,0,7
31810,210,20000 - 50000,0,0,0,0,14
31820,123,20000 - 50000,0,0,0,0,2
31830,234,50000 - 100000,0,0,0,0,10
31840,150,20000 - 50000,0,0,0,0,4
31850,144,20000 - 50000,0,0,0,0,0
31860,126,20000 - 50000,5,0,5,0,12
31870,0,20000 - 50000,0,0,0,0,1
31880,141,20000 - 50000,0,0,0,0,7
31890,114,20000 - 50000,0,0,0,0,11
31900,0,20000 - 50000,0,0,0,0,0
31910,114,20000 - 50000,326,0,507,0,9
31920,111,20000 - 50000,0,0,0,0,14
31930,131,50000 - 100000,0,0,0,0,2
31980,0,20000 - 50000,0,0,0,0,1
32000,0,0 - 20000,0,0,0,0,0
32110,0,20000 - 50000,9,1,9,1,11
32120,0,0 - 20000,0,0,0,0,4
32140,0,50000 - 100000,5,0,5,0,1
32150,353,0 - 20000,0,0,0,0,3
32160,135,50000 - 100000,11,0,11,0,3
32200,0,20000 - 50000,423,0,429,0,0
32310,221,20000 - 50000,37,0,24,0,2
32330,1408,100000 - 200000,481,0,771,0,53
32340,443,100000 - 200000,108,0,108,0,7
32350,412,50000 - 100000,45,0,23,0,3
32360,3761,500000 - 1000000,259,0,244,0,86
32370,22540,1000000 - 2000000,937,0,286,0,492
32380,1390,500000 - 1000000,149,0,22,0,8
32390,720,200000 - 500000,40,0,33,0,4
32400,1950,500000 - 1000000,98,0,61,0,19
32410,0,20000 - 50000,36,0,36,0,0
32420,581,100000 - 200000,220,0,383,0,4
32430,5885,1000000 - 2000000,386,109,362,109,170
32440,15655,1000000 - 2000000,675,0,324,0,327
32450,696,50000 - 100000,795,0,1116,0,33
32460,1851,200000 - 500000,262,0,299,0,75
32470,24183,1000000 - 2000000,2729,190,568,357,2251
32500,4371,1000000 - 2000000,277,224,249,439,56
32510,4920,500000 - 1000000,706,0,408,0,154
32610,146,20000 - 50000,120,0,239,0,6
32620,438,20000 - 50000,521,0,521,0,3
32630,330,50000 - 100000,504,0,984,0,9
32640,244,50000 - 100000,0,0,0,0,8
32650,124,20000 - 50000,1038,0,1038,0,5
32660,114,20000 - 50000,22,0,22,0,3
32670,555,100000 - 200000,0,0,0,0,5
32680,385,20000 - 50000,711,0,711,0,19
32710,0,20000 - 50000,0,0,0,0,1
32720,0,20000 - 50000,0,0,0,0,1
32730,133,20000 - 50000,0,0,0,0,3
32740,0,0 - 20000,0,0,0,0,2
32750,206,20000 - 50000,0,0,0,0,3
32760,169,20000 - 50000,23,0,23,0,2
32770,196,20000 - 50000,0,0,0,0,17
32900,235,0 - 20000,110,0,110,0,12
33100,1969,200000 - 500000,96,0,122,0,42
33110,386,200000 - 500000,148,0,234,0,6
33120,1290,200000 - 500000,238,0,269,0,44
33130,518,200000 - 500000,109,0,125,0,5
33180,321,100000 - 200000,23,0,28,0,5
33220,2925,100000 - 200000,794,0,349,0,27
33229,2925,0 - 20000,0,0,0,0,0
33230,34628,2000000 - 5000000,1323,0,758,0,486
33320,1503,200000 - 500000,597,0,602,0,7
33390,0,0 - 20000,0,0,0,0,0
33460,2409,200000 - 500000,154,0,108,0,5
33520,590,200000 - 500000,499,0,551,0,31
33530,589,200000 - 500000,237,0,368,0,0
33550,0,0 - 20000,0,0,0,0,0
33570,618,100000 - 200000,64,0,66,0,19
33600,699,200000 - 500000,180,0,299,0,20
33610,493,100000 - 200000,244,0,244,0,4
33620,436,20000 - 50000,98,0,98,0,3
33650,299,50000 - 100000,1007,0,1359,0,2
33660,0,0 - 20000,0,0,0,0,0
33670,299,200000 - 500000,0,0,0,0,4
33680,980,50000 - 100000,87,0,134,0,2
33700,0,0 - 20000,0,0,0,0,1
33710,0,0 - 20000,0,0,0,0,0
33720,0,0 - 20000,0,0,0,0,0
33730,114,0 - 0,0,0,0,0,0
33760,0,20000 - 50000,0,0,0,0,0
33770,244,50000 - 100000,0,0,0,0,0
33790,0,0 - 20000,0,0,0,0,0
33930,15661,2000000 - 5000000,4405,1559,253,1559,348
33950,0,50000 - 100000,36,0,36,0,3
33980,114,20000 - 50000,78,0,78,0,0
33990,178,20000 - 50000,0,0,0,0,0
34010,3045,200000 - 500000,147,0,83,0,10
34019,3045,0 - 20000,0,0,0,0,0
34030,11721,1000000 - 2000000,3389,1495,542,1495,1637
34190,1585,200000 - 500000,183,0,106,0,26
34270,5999,1000000 - 2000000,131,0,19,0,126
34272,0,20000 - 50000,0,0,0,0,0
34273,0,0 - 20000,0,0,0,0,0
34274,0,20000 - 50000,0,0,0,0,0
34275,0,50000 - 100000,0,0,0,0,0
34276,0,20000 - 50000,0,0,0,0,0
34277,0,50000 - 100000,0,0,0,0,0
34278,0,50000 - 100000,0,0,0,0,0
34279,0,0 - 20000,0,0,0,0,0
34280,0,0 - 20000,0,0,0,0,0
34281,0,0 - 20000,0,0,0,0,0
34282,0,20000 - 50000,0,0,0,0,0
34283,0,0 - 20000,0,0,0,0,0
34284,0,0 - 20000,0,0,0,0,0
34285,0,0 - 20000,0,0,0,0,0
34286,0,0 - 20000,0,0,0,0,0
34287,0,0 - 20000,0,0,0,0,0
34288,0,0 - 20000,0,0,0,0,0
34289,0,0 - 20000,0,0,0,0,0
34310,0,0 - 20000,0,0,0,0,0
34311,0,0 - 20000,0,0,0,0,0
34312,0,20000 - 50000,0,0,0,0,0
34313,0,0 - 20000,0,0,0,0,0
34314,0,0 - 20000,0,0,0,0,0
34315,0,0 - 20000,0,0,0,0,0
34316,0,0 - 20000,0,0,0,0,0
34317,0,20000 - 50000,0,0,0,0,0
34318,0,0 - 20000,0,0,0,0,0
34319,0,0 - 20000,0,0,0,0,0
34330,27080,2000000 - 5000000,2618,394,415,560,2522
34410,314,100000 - 200000,80,0,84,0,1
34420,0,50000 - 100000,34,0,55,0,0
34440,1991,1000000 - 2000000,34,0,34,0,20
34450,260,1000000 - 2000000,9,0,9,0,5
34460,2534,1000000 - 2000000,492,0,492,0,35
34470,776,200000 - 500000,0,0,0,0,0
34500,0,20000 - 50000,0,0,0,0,0
34600,341,200000 - 500000,9,0,9,0,10
34630,0,0 - 20000,0,0,0,0,3
34640,0,0 - 20000,0,0,0,0,4
34800,0,20000 - 50000,0,0,0,0,1
34810,137,20000 - 50000,0,0,0,0,0
34820,432,100000 - 200000,335,0,343,0,2
34830,4271,500000 - 1000000,706,0,89,0,30
34870,11762,1000000 - 2000000,365,0,108,0,71
34900,6967,200000 - 500000,239,0,115,0,30
34920,109,50000 - 100000,28,0,30,0,0
35000,2766,200000 - 500000,117,0,41,0,9
35010,29376,50000 - 100000,886,0,989,0,0
35070,126,20000 - 50000,0,0,0,0,0
35130,2932,500000 - 1000000,217,0,130,0,12
35140,29378,2000000 - 5000000,753,0,381,0,455
35300,106,20000 - 50000,883,0,1762,0,1
35310,0,20000 - 50000,0,0,0,0,0
35320,161,50000 - 100000,5,0,5,0,0
35450,22847,2000000 - 5000000,1577,194,273,194,243
35460,722,200000 - 500000,129,0,89,0,0
35480,561,200000 - 500000,220,0,74,0,0
35600,0,20000 - 50000,0,0,0,0,0
35700,10821,2000000 - 5000000,300,0,206,0,63
35720,13978,2000000 - 5000000,347,91,215,91,69
35725,13977,0 - 20000,0,0,0,0,0
35800,0,50000 - 100000,14,0,14,0,0
36000,229,100000 - 200000,51,0,46,0,0
36180,0,0 - 20000,0,0,0,0,1
36240,0,0 - 20000,0,0,0,0,0
36900,0,20000 - 50000,0,0,0,0,0
36910,0,50000 - 100000,0,0,0,0,0
37000,755,100000 - 200000,239,0,185,0,4
37010,260,20000 - 50000,0,0,0,0,0
37030,161,100000 - 200000,4,0,4,0,2
37100,101,50000 - 100000,158,0,158,0,0
37210,170,20000 - 50000,0,0,0,0,6
37220,0,0 - 20000,102,0,102,0,3
37230,0,0 - 20000,0,0,0,0,0
37240,179,0 - 20000,5,0,5,0,9
37260,0,0 - 20000,107,0,107,0,0
37270,0,0 - 20000,0,0,0,0,0
37280,0,0 - 20000,0,0,0,0,5
37290,0,0 - 20000,0,0,0,0,0
37300,0,0 - 20000,0,0,0,0,0
37310,0,0 - 20000,0,0,0,0,0
37320,0,0 - 20000,0,0,0,0,0
37330,0,0 - 20000,0,0,0,0,0
37340,0,0 - 20000,0,0,0,0,0
37360,0,0 - 20000,0,0,0,0,0
37370,0,0 - 20000,0,0,0,0,0
37380,0,0 - 20000,0,0,0,0,0
37390,0,0 - 20000,0,0,0,0,1
37400,445,200000 - 500000,6,0,9,0,0
37420,445,200000 - 500000,23,0,18,0,0
37500,0,0 - 20000,79,0,79,0,0
37600,627,100000 - 200000,90,0,68,0,1
37700,297,20000 - 50000,999,0,1404,0,0
37800,0,0 - 20000,39,0,60,0,1
37960,0,0 - 20000,0,0,0,0,1
37970,0,0 - 20000,0,0,0,0,0
37980,0,0 - 20000,0,0,0,0,0
37990,0,0 - 20000,0,0,0,0,0
38000,0,0 - 20000,2248,0,2248,0,5
38010,0,0 - 20000,0,0,0,0,0
38020,0,0 - 20000,0,0,0,0,0
38070,0,0 - 20000,0,0,0,0,0
38080,0,0 - 20000,0,0,0,0,4
38090,0,0 - 20000,0,0,0,0,0
38100,0,0 - 20000,0,0,0,0,0
38110,0,0 - 20000,0,0,0,0,0
38120,0,0 - 20000,1340,0,1340,0,2
38130,0,0 - 20000,449,0,449,0,7
38140,0,0 - 20000,0,0,0,0,4
38150,0,0 - 20000,0,0,0,0,0
38160,0,0 - 20000,0,0,0,0,0
38170,0,0 - 20000,262,0,262,0,12
38180,0,0 - 20000,0,0,0,0,0
38190,0,0 - 20000,0,0,0,0,0
38210,230,50000 - 100000,8,0,8,0,0
38230,210,20000 - 50000,9,0,9,0,2
38400,9300,2000000 - 5000000,331,10,57,10,176
38410,8602,1000000 - 2000000,455,0,53,0,259
38420,1561,1000000 - 2000000,169,0,15,0,29
38430,302,20000 - 50000,0,0,0,0,2
38440,493,50000 - 100000,272,0,272,0,5
38450,256,20000 - 50000,59,0,59,0,0
38460,155,20000 - 50000,436,0,534,0,0
38490,0,20000 - 50000,26,0,26,0,0
38600,1333,200000 - 500000,550,0,300,0,3
38700,1530,200000 - 500000,85,0,63,0,5
38720,1067,200000 - 500000,1036,0,85,0,0
38740,1652,200000 - 500000,137,0,45,0,1
39000,178,1000000 - 2000000,113,0,36,0,6
39110,230,20000 - 50000,101,0,101,0,2
39120,919,500000 - 1000000,1261,0,138,0,265
39140,18912,1000000 - 2000000,1804,692,625,1025,608
39150,6666,500000 - 1000000,1763,0,839,0,127
39160,1669,200000 - 500000,430,6,133,6,30
39190,2812,500000 - 1000000,1169,0,309,0,68
39200,1865,500000 - 1000000,622,0,543,0,40
39210,53578,2000000 - 5000000,27478,1553,3248,1641,31735
39360,0,0 - 20000,0,0,0,0,0
39391,0,0 - 20000,0,0,0,0,0
39392,0,0 - 20000,0,0,0,0,0
39500,6234,1000000 - 2000000,1573,0,615,0,396
39510,7296,500000 - 1000000,1686,0,66,0,572
39520,392,100000 - 200000,35,0,63,0,29
39530,1139,100000 - 200000,788,0,246,0,32
39540,1627,200000 - 500000,77,0,77,0,250
39550,728,100000 - 200000,760,0,647,0,34
39560,344,200000 - 500000,20,0,20,0,2
39630,218,100000 - 200000,21,0,38,0,1
39640,156,50000 - 100000,8,0,8,0,3
39650,520,500000 - 1000000,208,0,26,0,19
39660,182,100000 - 200000,179,0,305,0,5
39670,864,100000 - 200000,197,0,197,0,4
39680,2975,200000 - 500000,823,0,559,0,126
39690,1645,500000 - 1000000,2125,0,3179,0,29
39800,2084,200000 - 500000,160,0,143,0,7
39900,0,0 - 20000,0,0,0,0,0
40100,6721,1000000 - 2000000,1737,413,712,458,304
40200,0,0 - 20000,0,0,0,0,0
40210,0,0 - 20000,0,0,0,0,0
40300,5184,500000 - 1000000,938,0,372,0,116
40320,132,20000 - 50000,0,0,0,0,3
40330,243,100000 - 200000,0,0,0,0,10
40340,125,20000 - 50000,715,0,715,0,5
40350,326,50000 - 100000,281,0,281,0,3
40370,0,0 - 20000,1203,0,1203,0,0
40380,913,100000 - 200000,112,0,112,0,2
40390,2525,1000000 - 2000000,951,0,324,0,86
40400,938,200000 - 500000,733,0,241,0,8
40420,0,100000 - 200000,163,0,248,0,0
40500,0,20000 - 50000,597,0,597,0,0
40700,8446,500000 - 1000000,192,3,195,3,61
40720,1233,100000 - 200000,50,0,63,0,4
40800,22056,2000000 - 5000000,335,17,139,34,77
40930,357,100000 - 200000,40,0,42,0,0
40950,6308,1000000 - 2000000,683,0,160,0,290
40970,11216,1000000 - 2000000,1346,280,195,280,1068
40980,1401,100000 - 200000,255,0,121,0,85
40990,6235,500000 - 1000000,270,0,321,0,91
41000,5297,1000000 - 2000000,290,0,163,0,48
41014,429,100000 - 200000,0,0,0,0,0
41050,2162,200000 - 500000,183,0,23,0,6
41060,1274,200000 - 500000,4386,364,30,364,13
41070,18756,2000000 - 5000000,492,0,257,0,120
41100,351,200000 - 500000,85,0,110,0,7
41300,626,200000 - 500000,257,0,112,0,8
41400,0,0 - 20000,0,0,0,0,0
41500,4323,1000000 - 2000000,711,4,365,6,65
41600,0,20000 - 50000,59,0,59,0,0
41660,0,0 - 20000,0,0,0,0,0
41680,0,0 - 20000,0,0,0,0,0
41700,17465,1000000 - 2000000,1069,0,496,0,393
41730,0,20000 - 50000,159,0,187,0,0
41740,264,50000 - 100000,0,0,0,0,1
41800,471,100000 - 200000,171,0,82,0,3
41900,739,200000 - 500000,290,0,196,0,5
42000,0,0 - 20000,47,0,47,0,0
42120,854,500000 - 1000000,132,0,48,0,6
42140,195,50000 - 100000,202,0,221,0,2
42147,0,20000 - 50000,0,0,0,0,0
42170,580,200000 - 500000,250,0,269,0,1
42200,0,20000 - 50000,0,0,0,0,4
42210,211,20000 - 50000,0,0,0,0,3
42220,134,20000 - 50000,0,0,0,0,11
42230,0,20000 - 50000,0,0,0,0,6
42500,210,100000 - 200000,739,0,1108,0,1
42670,4158,200000 - 500000,201,0,207,0,10
42680,9423,2000000 - 5000000,1423,86,543,130,341
42700,12315,1000000 - 2000000,1295,165,585,165,917
42710,12290,2000000 - 5000000,2975,39,511,39,318
42810,106,50000 - 100000,0,0,0,0,6
42850,274,50000 - 100000,31,0,31,0,24
42890,456,100000 - 200000,492,0,492,0,35
42900,0,50000 - 100000,0,0,0,0,0
42910,16661,2000000 - 5000000,552,0,269,0,114
42920,0,50000 - 100000,38,0,76,0,0
42930,0,20000 - 50000,0,0,0,0,0
42940,0,20000 - 50000,0,0,0,0,0
42950,0,20000 - 50000,0,0,0,0,0
42960,12641,1000000 - 2000000,2249,323,548,378,1568
42980,173,100000 - 200000,6,0,6,0,3
42990,627,200000 - 500000,6332,0,87,0,12
43000,563,200000 - 500000,220,0,354,0,3
43100,144,20000 - 50000,2,0,2,0,3
43190,498,20000 - 50000,84,0,84,0,1
43500,128,20000 - 50000,667,0,667,0,0
43600,187,20000 - 50000,0,0,0,0,11
44100,0,0 - 20000,49,0,49,0,0
44600,0,20000 - 50000,20,0,20,0,0
44680,0,0 - 20000,1,0,1,0,0
44690,175,50000 - 100000,6,0,12,0,0
45000,279,100000 - 200000,863,0,1005,0,2
45100,633,50000 - 100000,147,0,218,0,3
45200,0,200000 - 500000,0,0,0,0,1
45300,558,100000 - 200000,439,0,734,0,6
45400,570,50000 - 100000,148,0,234,0,2
45410,0,20000 - 50000,27,0,27,0,0
45420,0,0 - 20000,0,0,0,0,0
45450,251,50000 - 100000,126,0,155,0,1
45700,1643,200000 - 500000,445,0,211,0,8
45710,456,50000 - 100000,84,0,167,0,0
45720,295,20000 - 50000,16,0,16,0,0
45730,235,20000 - 50000,3,0,3,0,0
45740,4047,500000 - 1000000,411,0,247,0,51
45750,2021,200000 - 500000,593,0,427,0,10
45760,7449,500000 - 1000000,1407,0,234,0,222
45770,1745,200000 - 500000,570,0,300,0,24
46000,0,50000 - 100000,297,0,446,0,0
46200,0,20000 - 50000,11,0,11,0,0
46250,257,100000 - 200000,69,0,69,0,1
46260,418,100000 - 200000,317,0,456,0,13
46270,299,50000 - 100000,53,0,53,0,1
46280,107,50000 - 100000,0,0,0,0,2
46290,237,100000 - 200000,35,0,66,0,2
46340,159,50000 - 100000,1485,0,1486,0,1
46350,0,20000 - 50000,23,0,23,0,0
46360,145,50000 - 100000,33,0,33,0,3
46370,309,50000 - 100000,538,0,1073,0,2
46380,0,20000 - 50000,0,0,0,0,0
46400,182,100000 - 200000,124,0,246,0,0
46410,241,50000 - 100000,134,0,227,0,1
46440,224,50000 - 100000,18,0,27,0,0
46450,289,100000 - 200000,73,0,101,0,1
46460,286,100000 - 200000,15,0,15,0,0
46480,665,100000 - 200000,337,0,337,0,3
46490,371,100000 - 200000,0,0,0,0,0
46500,2821,500000 - 1000000,2420,415,146,415,44
46510,1206,500000 - 1000000,3782,0,229,0,27
46520,127,50000 - 100000,0,0,0,0,0
46540,467,100000 - 200000,146,0,231,0,1
46550,248,100000 - 200000,17,0,17,0,1
46560,981,100000 - 200000,25,0,29,0,9
46570,156,50000 - 100000,36,0,36,0,0
46600,0,50000 - 100000,32,0,37,0,0
46700,0,20000 - 50000,0,0,0,0,0
46710,0,20000 - 50000,0,0,0,0,0
46720,0,0 - 20000,0,0,0,0,0
46730,0,0 - 20000,0,0,0,0,0
46740,0,20000 - 50000,3,0,3,0,1
46750,180,50000 - 100000,293,0,293,0,1
46760,0,20000 - 50000,0,0,0,0,0
46770,291,50000 - 100000,471,0,484,0,25
46790,0,0 - 20000,0,0,0,0,0
46830,0,20000 - 50000,0,0,0,0,0
46840,0,20000 - 50000,0,0,0,0,0
46850,0,0 - 20000,0,0,0,0,0
47000,550,50000 - 100000,895,0,895,0,2
47110,0,0 - 20000,0,0,0,0,0
47120,0,0 - 20000,0,0,0,0,0
47130,0,0 - 20000,0,0,0,0,0
47400,2539,500000 - 1000000,523,0,192,0,37
47410,226,1000000 - 2000000,1179,0,63,0,513
47500,0,0 - 20000,0,0,0,0,0
47520,0,0 - 20000,0,0,0,0,0
47540,322,50000 - 100000,4023,0,7862,0,5
47570,0,0 - 20000,0,0,0,0,0
47700,2971,200000 - 500000,122,0,84,0,3
47730,135,100000 - 200000,95,0,22,0,1
47780,15927,1000000 - 2000000,440,32,227,32,170
47790,3902,1000000 - 2000000,161,0,108,0,56
47810,16519,1000000 - 2000000,2369,101,776,101,1183
47830,3901,1000000 - 2000000,77,0,53,0,6
47870,17081,2000000 - 5000000,534,0,240,0,71
47880,202,50000 - 100000,0,0,0,0,0
47889,202,0 - 20000,0,0,0,0,0
47890,24611,2000000 - 5000000,2683,0,765,0,2594
47920,2172,100000 - 200000,586,0,411,0,9
47936,24615,0 - 20000,0,0,0,0,0
48000,22620,2000000 - 5000000,147,50,106,50,69
48110,2164,100000 - 200000,379,0,314,0,22
48150,0,20000 - 50000,0,0,0,0,0
48173,34616,0 - 20000,0,0,0,0,0
48190,14201,1000000 - 2000000,1277,0,1002,0,353
48220,7198,500000 - 1000000,1339,0,580,0,141
48240,10372,500000 - 1000000,1827,39,852,39,136
48700,111835,2000000 - 5000000,6334,593,1931,364,5932
48720,9512,1000000 - 2000000,1067,745,325,1484,253
48800,1486,100000 - 200000,1774,0,1566,0,22
48950,336,200000 - 500000,84,0,127,0,0
49000,0,0 - 20000,0,0,0,0,6
49300,127,50000 - 100000,708,0,1405,0,4
49320,0,20000 - 50000,0,0,0,0,0
49330,108,50000 - 100000,255,0,476,0,1
49470,818,100000 - 200000,1536,0,1192,0,8
49520,180366,10000000 - 20000000,3019,236,832,194,4910
49540,6864,500000 - 1000000,321,0,220,0,25
49600,4849,500000 - 1000000,456,0,307,0,3
49800,221,50000 - 100000,15,0,15,0,0
49810,102,50000 - 100000,11,0,15,0,0
49900,166,50000 - 100000,78,0,110,0,0
50000,170,50000 - 100000,0,0,0,0,0
50100,113302,0 - 20000,0,0,0,0,0
50130,28167,2000000 - 5000000,1350,0,818,0,367
50300,24174,2000000 - 5000000,283,10,180,10,112
50510,108,50000 - 100000,24,0,42,0,0
50620,7559,2000000 - 5000000,469,0,142,0,19
50640,7558,20000 - 50000,532,0,341,0,1
50820,0,0 - 20000,33,0,33,0,0
50910,0,0 - 20000,0,0,0,0,0
50920,0,0 - 20000,0,0,0,0,0
50930,0,0 - 20000,0,0,0,0,0
50940,0,0 - 20000,0,0,0,0,0
50960,0,0 - 20000,0,0,0,0,1
50970,0,0 - 20000,0,0,0,0,0
50980,0,0 - 20000,0,0,0,0,5
50990,0,0 - 20000,0,0,0,0,3
51000,0,50000 - 100000,0,0,0,0,3
51010,0,0 - 20000,0,0,0,0,3
51020,0,0 - 20000,0,0,0,0,0
51030,0,0 - 20000,0,0,0,0,0
51060,147,0 - 20000,0,0,0,0,1
52003,91622,0 - 20000,0,0,0,0,0
55000,172,100000 - 200000,126,0,187,0,0
55020,0,0 - 20000,14,0,14,0,0
55040,959,200000 - 500000,126,0,34,0,4
55100,2886,2000000 - 5000000,202,0,70,0,24
55110,2232,1000000 - 2000000,296,0,137,0,18
55140,2208,200000 - 500000,160,0,122,0,41
55150,9501,2000000 - 5000000,622,47,256,47,193
55230,45398,2000000 - 5000000,1460,351,857,351,532
56400,6190,2000000 - 5000000,2052,0,555,0,430
56437,6190,1000000 - 2000000,0,0,0,0,0
56438,0,20000 - 50000,0,0,0,0,0
57000,0,20000 - 50000,0,0,0,0,0
57200,428,50000 - 100000,62,0,69,0,0
57300,15835,2000000 - 5000000,290,0,69,0,73
57400,1460,20000 - 50000,1740,0,1167,0,1
57620,399,100000 - 200000,4415,0,4689,0,25
57640,1695,100000 - 200000,355,0,332,0,31
57650,556,200000 - 500000,180,0,68,0,3
57680,464,100000 - 200000,33,0,33,0,0
57690,7511,2000000 - 5000000,590,0,165,0,191
57700,127,20000 - 50000,0,0,0,0,1
57740,817,200000 - 500000,586,0,386,0,65
57800,0,20000 - 50000,14,0,14,0,0
57900,4895,1000000 - 2000000,411,0,304,0,59
58200,207,100000 - 200000,152,0,232,0,0
58230,0,20000 - 50000,147,0,241,0,0
58400,0,20000 - 50000,28,0,28,0,0
58520,686,200000 - 500000,491,0,388,0,4
58550,384,100000 - 200000,28,0,34,0,1
58560,299,100000 - 200000,0,0,0,0,1
58570,521,100000 - 200000,3,0,3,0,5
58610,2282,500000 - 1000000,432,75,185,75,35
60340,0,20000 - 50000,0,0,0,0,6
